Data,Hora,Press Atm,Temp1,Temp2,Temp Int,Umidade Ar,Umidade Ar Int,Rad Solar W/m2,Rad Total Solar W/m2,Rad Total Solar KJ/m2,Velocidade Vento,Direção Vento,Precipitação,Tensão Sistema
01_07_2022,00:18:36,1013.6,23.1,26.7,23.6,95.0,74.0,0.0,0.0,0.0,1.6,276.0,0.0,12.6
01_07_2022,00:18:38,1013.6,23.1,26.7,23.6,95.0,74.0,0.0,0.0,0.0,1.6,276.0,0.0,12.6
01_07_2022,00:18:40,1013.6,23.1,26.7,23.6,95.0,74.0,0.0,0.0,0.0,1.7,253.0,0.0,12.6
01_07_2022,00:18:42,1013.6,23.1,26.7,23.6,95.0,74.0,0.0,0.0,0.0,1.7,253.0,0.0,12.6
01_07_2022,00:18:44,1013.6,23.1,26.7,23.6,95.0,74.0,0.0,0.0,0.0,1.8,235.0,0.0,12.6
01_07_2022,00:18:46,1013.6,23.1,26.7,23.6,95.0,74.0,0.0,0.0,0.0,1.8,235.0,0.0,12.6
01_07_2022,00:18:48,1013.6,23.1,26.7,23.6,95.0,74.0,0.0,0.0,0.0,1.8,235.0,0.0,12.6
01_07_2022,00:18:50,1013.6,23.1,26.7,23.6,95.0,74.0,0.0,0.0,0.0,1.8,259.0,0.0,12.6
01_07_2022,00:18:51,1013.6,23.1,26.7,23.6,95.0,74.0,0.0,0.0,0.0,1.8,259.0,0.0,12.6
01_07_2022,00:18:53,1013.6,23.1,26.7,23.6,95.0,74.0,0.0,0.0,0.0,1.8,259.0,0.0,12.6
01_07_2022,00:18:55,1013.6,23.1,26.7,23.6,95.0,74.0,0.0,0.0,0.0,0.7,213.0,0.0,12.6
01_07_2022,00:18:57,1013.6,23.1,26.7,23.6,95.0,74.0,0.0,0.0,0.0,0.7,213.0,0.0,12.6
01_07_2022,00:18:59,1013.6,23.1,26.7,23.6,95.0,74.0,0.0,0.0,0.0,1.6,268.0,0.0,12.6
01_07_2022,00:19:01,1013.6,23.1,26.7,23.6,95.0,74.0,0.0,0.0,0.0,1.6,268.0,0.0,12.6
01_07_2022,00:19:03,1013.6,23.1,26.7,23.6,95.0,74.0,0.0,0.0,0.0,1.6,268.0,0.0,12.6
01_07_2022,00:19:05,1013.6,23.1,26.7,23.6,95.0,74.0,0.0,0.0,0.0,1.0,242.0,0.0,12.6
01_07_2022,00:19:07,1013.6,23.1,26.7,23.6,95.0,74.0,0.0,0.0,0.0,1.0,242.0,0.0,12.6
01_07_2022,00:19:09,1013.6,23.1,26.7,23.6,95.0,74.0,0.0,0.0,0.0,1.0,242.0,0.0,12.6
01_07_2022,00:19:11,1013.6,23.1,26.7,23.6,95.0,74.0,0.0,0.0,0.0,1.0,242.0,0.0,12.6
01_07_2022,00:19:13,1013.6,23.1,26.7,23.6,95.0,74.0,0.0,0.0,0.0,1.0,242.0,0.0,12.6
01_07_2022,00:19:15,1013.6,23.1,26.7,23.6,95.0,74.0,0.0,0.0,0.0,0.3,142.0,0.0,12.6
01_07_2022,00:19:17,1013.6,23.1,26.7,23.6,95.0,74.0,0.0,0.0,0.0,0.3,142.0,0.0,12.6
01_07_2022,00:19:19,1013.6,23.1,26.7,23.6,95.0,74.0,0.0,0.0,0.0,0.0,134.0,0.0,12.6
01_07_2022,00:19:21,1013.6,23.1,26.7,23.6,95.0,74.0,0.0,0.0,0.0,0.0,134.0,0.0,12.6
01_07_2022,00:19:23,1013.6,23.1,26.7,23.6,95.0,74.0,0.0,0.0,0.0,0.0,134.0,0.0,12.6
01_07_2022,00:19:25,1013.6,23.1,26.7,23.6,95.0,74.0,0.0,0.0,0.0,0.0,155.0,0.0,12.6
01_07_2022,00:19:27,1013.6,23.1,26.7,23.6,95.0,74.0,0.0,0.0,0.0,0.0,155.0,0.0,12.6
01_07_2022,00:19:29,1013.6,23.1,26.7,23.6,95.0,74.0,0.0,0.0,0.0,0.3,266.0,0.0,12.6
01_07_2022,00:19:31,1013.6,23.1,26.7,23.6,95.0,74.0,0.0,0.0,0.0,0.3,266.0,0.0,12.6
01_07_2022,00:19:33,1013.6,23.1,26.7,23.6,95.0,74.0,0.0,0.0,0.0,0.3,266.0,0.0,12.6
01_07_2022,00:19:35,1013.6,23.1,26.7,23.6,95.0,74.0,0.0,0.0,0.0,0.4,49.0,0.0,12.6
01_07_2022,00:19:37,1013.6,23.1,26.7,23.6,95.0,74.0,0.0,0.0,0.0,0.4,49.0,0.0,12.6
01_07_2022,00:19:39,1013.6,23.1,26.7,23.6,95.0,74.0,0.0,0.0,0.0,0.0,49.0,0.0,12.6
01_07_2022,00:19:41,1013.6,23.1,26.7,23.6,95.0,74.0,0.0,0.0,0.0,0.0,49.0,0.0,12.6
01_07_2022,00:19:43,1013.6,23.1,26.7,23.6,95.0,74.0,0.0,0.0,0.0,0.0,49.0,0.0,12.6
01_07_2022,00:20:09,1013.6,23.1,26.7,23.6,95.0,74.0,0.0,0.0,0.0,0.5,287.0,0.0,12.6
01_07_2022,00:20:39,1013.6,23.1,26.7,23.5,95.0,74.0,0.0,0.0,0.0,0.0,180.0,0.0,12.6
01_07_2022,00:21:09,1013.6,23.1,26.7,23.5,95.0,74.0,0.0,0.0,0.0,0.0,74.0,0.0,12.6
01_07_2022,00:21:39,1013.6,23.1,26.7,23.5,95.0,74.0,0.0,0.0,0.0,0.9,213.0,0.0,12.6
01_07_2022,00:22:09,1013.6,23.0,26.7,23.5,95.0,74.0,0.0,0.0,0.0,0.6,242.0,0.0,12.6
01_07_2022,00:22:39,1013.6,23.0,26.7,23.5,95.0,74.0,0.0,0.0,0.0,0.0,205.0,0.0,12.6
01_07_2022,00:23:09,1013.6,23.0,26.7,23.5,95.0,74.0,0.0,0.0,0.0,0.4,176.0,0.0,12.6
01_07_2022,00:23:39,1013.6,23.0,26.7,23.5,96.0,74.0,0.0,0.0,0.0,0.7,187.0,0.0,12.6
01_07_2022,00:24:09,1013.6,23.0,26.7,23.5,96.0,74.0,0.0,0.0,0.0,0.9,239.0,0.0,12.6
01_07_2022,00:24:39,1013.6,23.0,26.7,23.5,96.0,74.0,0.0,0.0,0.0,0.6,248.0,0.0,12.6
01_07_2022,00:25:09,1013.6,23.0,26.7,23.5,96.0,74.0,0.0,0.0,0.0,0.3,331.0,0.0,12.6
01_07_2022,00:25:39,1013.6,23.0,26.6,23.5,96.0,74.0,0.0,0.0,0.0,0.0,308.0,0.0,12.6
01_07_2022,00:26:09,1013.6,23.0,26.6,23.5,96.0,74.0,0.0,0.0,0.0,0.9,212.0,0.0,12.6
01_07_2022,00:26:39,1013.6,23.0,26.6,23.5,96.0,74.0,0.0,0.0,0.0,0.5,207.0,0.0,12.6
01_07_2022,00:27:09,1013.6,23.0,26.6,23.5,96.0,74.0,0.0,0.0,0.0,1.1,255.0,0.0,12.6
01_07_2022,00:27:39,1013.6,23.0,26.6,23.5,96.0,74.0,0.0,0.0,0.0,0.3,324.0,0.0,12.6
01_07_2022,00:28:09,1013.6,23.0,26.6,23.5,96.0,74.0,0.0,0.0,0.0,0.0,315.0,0.0,12.6
01_07_2022,00:28:39,1013.6,23.0,26.6,23.5,96.0,74.0,0.0,0.0,0.0,0.6,269.0,0.0,12.6
01_07_2022,00:29:09,1013.6,23.0,26.6,23.4,96.0,74.0,0.0,0.0,0.0,1.0,232.0,0.0,12.6
01_07_2022,00:29:39,1013.6,23.0,26.6,23.4,96.0,74.0,0.0,0.0,0.0,1.6,293.0,0.0,12.6
01_07_2022,00:30:08,1013.6,23.0,26.6,23.4,96.0,74.0,0.0,0.0,0.0,0.0,15.0,0.0,12.6
01_07_2022,00:30:10,1013.6,23.0,26.6,23.4,96.0,74.0,0.0,0.0,0.0,0.0,15.0,0.0,12.6
01_07_2022,00:30:15,1013.6,23.0,26.6,23.4,96.0,74.0,0.0,0.0,0.0,0.0,257.0,0.0,12.6
01_07_2022,00:30:23,1013.6,23.0,26.6,23.4,96.0,74.0,0.0,0.0,0.0,0.9,246.0,0.0,12.6
01_07_2022,00:30:39,1013.6,23.0,26.6,23.4,96.0,74.0,0.0,0.0,0.0,0.6,152.0,0.0,12.6
01_07_2022,00:31:09,1013.6,23.0,26.6,23.4,96.0,74.0,0.0,0.0,0.0,0.8,229.0,0.0,12.6
01_07_2022,00:31:39,1013.6,23.0,26.6,23.4,96.0,74.0,0.0,0.0,0.0,1.0,281.0,0.0,12.6
01_07_2022,00:32:09,1013.5,23.0,26.6,23.4,96.0,74.0,0.0,0.0,0.0,0.7,341.0,0.0,12.6
01_07_2022,00:32:39,1013.5,23.0,26.6,23.4,96.0,74.0,0.0,0.0,0.0,1.2,249.0,0.0,12.6
01_07_2022,00:33:09,1013.5,23.0,26.6,23.4,96.0,74.0,0.0,0.0,0.0,0.3,333.0,0.0,12.6
01_07_2022,00:33:39,1013.5,23.0,26.6,23.4,96.0,74.0,0.0,0.0,0.0,0.6,211.0,0.0,12.6
01_07_2022,00:34:09,1013.5,23.0,26.6,23.4,96.0,74.0,0.0,0.0,0.0,1.2,255.0,0.0,12.6
01_07_2022,00:34:39,1013.5,23.0,26.6,23.4,96.0,74.0,0.0,0.0,0.0,1.4,254.0,0.0,12.6
01_07_2022,00:35:09,1013.5,23.0,26.6,23.4,96.0,74.0,0.0,0.0,0.0,0.0,286.0,0.0,12.6
01_07_2022,00:35:39,1013.5,23.0,26.6,23.4,96.0,74.0,0.0,0.0,0.0,1.4,227.0,0.0,12.6
01_07_2022,00:36:09,1013.5,23.0,26.6,23.4,96.0,74.0,0.0,0.0,0.0,0.6,267.0,0.0,12.6
01_07_2022,00:36:39,1013.5,23.0,26.6,23.4,96.0,74.0,0.0,0.0,0.0,0.6,342.0,0.0,12.6
01_07_2022,00:37:09,1013.5,23.0,26.6,23.4,96.0,74.0,0.0,0.0,0.0,1.9,244.0,0.0,12.6
01_07_2022,00:37:39,1013.5,23.0,26.6,23.4,96.0,74.0,0.0,0.0,0.0,1.0,273.0,0.0,12.6
01_07_2022,00:38:09,1013.5,23.0,26.6,23.4,96.0,74.0,0.0,0.0,0.0,0.4,282.0,0.0,12.6
01_07_2022,00:38:39,1013.5,23.0,26.6,23.4,96.0,74.0,0.0,0.0,0.0,0.7,282.0,0.0,12.6
01_07_2022,00:39:09,1013.4,23.0,26.6,23.4,96.0,74.0,0.0,0.0,0.0,1.4,240.0,0.0,12.6
01_07_2022,00:39:39,1013.4,23.0,26.6,23.4,96.0,74.0,0.0,0.0,0.0,0.6,242.0,0.0,12.6
01_07_2022,00:40:09,1013.4,23.0,26.6,23.4,96.0,74.0,0.0,0.0,0.0,0.5,308.0,0.0,12.6
01_07_2022,00:40:39,1013.4,23.0,26.6,23.4,96.0,74.0,0.0,0.0,0.0,0.0,266.0,0.0,12.6
01_07_2022,00:41:09,1013.4,23.0,26.6,23.4,96.0,74.0,0.0,0.0,0.0,0.5,243.0,0.0,12.6
01_07_2022,00:41:39,1013.4,23.0,26.6,23.4,96.0,74.0,0.0,0.0,0.0,0.6,272.0,0.0,12.6
01_07_2022,00:42:09,1013.4,22.9,26.6,23.4,96.0,74.0,0.0,0.0,0.0,1.4,232.0,0.0,12.6
01_07_2022,00:42:39,1013.4,22.9,26.6,23.5,96.0,74.0,0.0,0.0,0.0,1.0,269.0,0.0,12.6
01_07_2022,00:43:09,1013.4,22.9,26.6,23.5,96.0,74.0,0.0,0.0,0.0,0.4,311.0,0.0,12.6
01_07_2022,00:43:39,1013.4,22.9,26.6,23.5,96.0,74.0,0.0,0.0,0.0,0.6,217.0,0.0,12.6
01_07_2022,00:44:09,1013.4,22.9,26.6,23.5,96.0,74.0,0.0,0.0,0.0,1.7,259.0,0.0,12.6
01_07_2022,00:44:39,1013.4,22.9,26.6,23.5,96.0,74.0,0.0,0.0,0.0,0.8,304.0,0.0,12.6
01_07_2022,00:45:09,1013.4,22.9,26.6,23.5,96.0,74.0,0.0,0.0,0.0,1.9,265.0,0.0,12.6
01_07_2022,00:45:39,1013.4,22.9,26.6,23.5,96.0,74.0,0.0,0.0,0.0,0.9,258.0,0.0,12.6
01_07_2022,00:46:09,1013.4,22.9,26.6,23.5,96.0,74.0,0.0,0.0,0.0,0.0,266.0,0.0,12.6
01_07_2022,00:46:39,1013.4,22.9,26.6,23.5,96.0,74.0,0.0,0.0,0.0,1.5,231.0,0.0,12.6
01_07_2022,00:47:09,1013.4,22.9,26.6,23.5,96.0,74.0,0.0,0.0,0.0,0.3,211.0,0.0,12.6
01_07_2022,00:47:39,1013.4,22.9,26.6,23.5,96.0,74.0,0.0,0.0,0.0,1.2,253.0,0.0,12.6
01_07_2022,00:48:09,1013.4,22.9,26.6,23.5,96.0,74.0,0.0,0.0,0.0,0.4,195.0,0.0,12.6
01_07_2022,00:48:39,1013.4,22.9,26.6,23.5,96.0,73.0,0.0,0.0,0.0,0.6,287.0,0.0,12.6
01_07_2022,00:49:09,1013.4,22.9,26.6,23.5,96.0,73.0,0.0,0.0,0.0,0.9,271.0,0.0,12.6
01_07_2022,00:49:39,1013.3,22.9,26.6,23.5,96.0,73.0,0.0,0.0,0.0,1.3,250.0,0.0,12.6
01_07_2022,00:50:09,1013.3,22.9,26.6,23.5,96.0,73.0,0.0,0.0,0.0,1.5,267.0,0.0,12.6
01_07_2022,00:50:39,1013.3,22.9,26.6,23.5,96.0,73.0,0.0,0.0,0.0,1.6,239.0,0.0,12.6
01_07_2022,00:51:09,1013.3,22.9,26.6,23.5,96.0,73.0,0.0,0.0,0.0,0.0,280.0,0.0,12.6
01_07_2022,00:51:39,1013.3,22.9,26.6,23.5,96.0,73.0,0.0,0.0,0.0,0.6,270.0,0.0,12.6
01_07_2022,00:52:09,1013.3,22.9,26.6,23.5,96.0,73.0,0.0,0.0,0.0,0.6,301.0,0.0,12.6
01_07_2022,00:52:39,1013.3,22.9,26.6,23.5,97.0,73.0,0.0,0.0,0.0,0.6,283.0,0.0,12.6
01_07_2022,00:53:09,1013.3,22.9,26.6,23.5,97.0,73.0,0.0,0.0,0.0,1.0,209.0,0.0,12.6
01_07_2022,00:53:39,1013.3,22.9,26.6,23.5,97.0,73.0,0.0,0.0,0.0,0.8,255.0,0.0,12.6
01_07_2022,00:54:09,1013.3,22.9,26.6,23.5,97.0,73.0,0.0,0.0,0.0,0.8,258.0,0.0,12.6
01_07_2022,00:54:39,1013.3,22.9,26.6,23.5,97.0,73.0,0.0,0.0,0.0,0.7,175.0,0.0,12.6
01_07_2022,00:55:09,1013.3,22.9,26.6,23.5,97.0,73.0,0.0,0.0,0.0,1.3,232.0,0.0,12.6
01_07_2022,00:55:39,1013.3,22.9,26.6,23.5,97.0,73.0,0.0,0.0,0.0,0.6,225.0,0.0,12.6
01_07_2022,00:56:09,1013.3,22.9,26.6,23.5,97.0,73.0,0.0,0.0,0.0,0.3,281.0,0.0,12.6
01_07_2022,00:56:39,1013.3,22.9,26.6,23.5,97.0,73.0,0.0,0.0,0.0,0.0,137.0,0.0,12.6
01_07_2022,00:57:09,1013.3,22.9,26.6,23.5,97.0,73.0,0.0,0.0,0.0,0.8,268.0,0.0,12.6
