Data,Hora,Press Atm,Temp1,Temp2,Temp Int,Umidade Ar,Umidade Ar Int,Rad Solar W/m2,Rad Total Solar W/m2,Rad Total Solar KJ/m2,Velocidade Vento,Direção Vento,Precipitação,Tensão Sistema
08_07_2022,00:16:20,1016.8,22.9,25.7,23.6,98.0,76.0,0.0,0.0,0.0,1.1,112.0,2.4,12.6
08_07_2022,00:16:22,1016.8,22.9,25.7,23.6,98.0,76.0,0.0,0.0,0.0,1.1,112.0,2.4,12.6
08_07_2022,00:16:24,1016.8,22.9,25.7,23.6,98.0,76.0,0.0,0.0,0.0,0.9,95.0,2.4,12.6
08_07_2022,00:16:25,1016.8,22.9,25.7,23.6,98.0,76.0,0.0,0.0,0.0,0.9,95.0,2.4,12.6
08_07_2022,00:16:27,1016.8,22.9,25.7,23.6,98.0,76.0,0.0,0.0,0.0,0.9,95.0,2.4,12.6
08_07_2022,00:16:29,1016.8,22.9,25.7,23.6,98.0,76.0,0.0,0.0,0.0,0.6,113.0,2.4,12.6
08_07_2022,00:16:31,1016.8,22.9,25.7,23.6,98.0,76.0,0.0,0.0,0.0,0.6,113.0,2.4,12.6
08_07_2022,00:16:33,1016.8,22.9,25.7,23.6,98.0,76.0,0.0,0.0,0.0,0.6,113.0,2.4,12.6
08_07_2022,00:16:35,1016.8,22.9,25.7,23.6,98.0,76.0,0.0,0.0,0.0,0.3,151.0,2.4,12.6
08_07_2022,00:16:37,1016.8,22.9,25.7,23.6,98.0,76.0,0.0,0.0,0.0,0.3,151.0,2.4,12.6
08_07_2022,00:16:39,1016.8,22.9,25.7,23.6,98.0,76.0,0.0,0.0,0.0,0.9,175.0,2.4,12.6
08_07_2022,00:16:41,1016.8,22.9,25.7,23.6,98.0,76.0,0.0,0.0,0.0,0.9,175.0,2.4,12.6
08_07_2022,00:16:43,1016.8,22.9,25.7,23.6,98.0,76.0,0.0,0.0,0.0,0.9,175.0,2.4,12.6
08_07_2022,00:16:45,1016.8,22.9,25.7,23.6,98.0,76.0,0.0,0.0,0.0,0.9,186.0,2.4,12.6
08_07_2022,00:16:47,1016.8,22.9,25.7,23.6,98.0,76.0,0.0,0.0,0.0,0.9,186.0,2.4,12.6
08_07_2022,00:16:49,1016.8,22.9,25.7,23.6,98.0,76.0,0.0,0.0,0.0,0.9,143.0,2.4,12.6
08_07_2022,00:16:51,1016.8,22.9,25.7,23.6,98.0,76.0,0.0,0.0,0.0,0.9,143.0,2.4,12.6
08_07_2022,00:16:53,1016.8,22.9,25.7,23.6,98.0,76.0,0.0,0.0,0.0,0.9,143.0,2.4,12.6
08_07_2022,00:16:55,1016.7,22.9,25.7,23.5,98.0,76.0,0.0,0.0,0.0,1.0,121.0,2.4,12.6
08_07_2022,00:16:57,1016.7,22.9,25.7,23.5,98.0,76.0,0.0,0.0,0.0,1.0,121.0,2.4,12.6
08_07_2022,00:16:59,1016.7,22.9,25.7,23.5,98.0,76.0,0.0,0.0,0.0,1.1,122.0,2.4,12.6
08_07_2022,00:17:01,1016.7,22.9,25.7,23.5,98.0,76.0,0.0,0.0,0.0,1.1,122.0,2.4,12.6
08_07_2022,00:17:03,1016.7,22.9,25.7,23.5,98.0,76.0,0.0,0.0,0.0,1.1,122.0,2.4,12.6
08_07_2022,00:17:05,1016.7,22.9,25.7,23.5,98.0,76.0,0.0,0.0,0.0,1.1,182.0,2.4,12.6
08_07_2022,00:17:07,1016.7,22.9,25.7,23.5,98.0,76.0,0.0,0.0,0.0,1.1,182.0,2.4,12.6
08_07_2022,00:17:09,1016.7,22.9,25.7,23.5,98.0,76.0,0.0,0.0,0.0,0.7,149.0,2.4,12.6
08_07_2022,00:17:11,1016.7,22.9,25.7,23.5,98.0,76.0,0.0,0.0,0.0,0.7,149.0,2.4,12.6
08_07_2022,00:17:13,1016.7,22.9,25.7,23.5,98.0,76.0,0.0,0.0,0.0,0.7,149.0,2.4,12.6
08_07_2022,00:17:15,1016.7,22.9,25.7,23.5,98.0,76.0,0.0,0.0,0.0,1.1,215.0,2.4,12.6
08_07_2022,00:17:17,1016.7,22.9,25.7,23.5,98.0,76.0,0.0,0.0,0.0,1.1,215.0,2.4,12.6
08_07_2022,00:17:19,1016.7,22.9,25.7,23.5,98.0,76.0,0.0,0.0,0.0,0.7,188.0,2.4,12.6
08_07_2022,00:17:21,1016.7,22.9,25.7,23.5,98.0,76.0,0.0,0.0,0.0,0.7,188.0,2.4,12.6
08_07_2022,00:17:23,1016.7,22.9,25.7,23.5,98.0,76.0,0.0,0.0,0.0,0.7,188.0,2.4,12.6
08_07_2022,00:17:25,1016.7,22.9,25.7,23.5,98.0,76.0,0.0,0.0,0.0,0.5,160.0,2.4,12.6
08_07_2022,00:17:27,1016.7,22.9,25.7,23.5,98.0,76.0,0.0,0.0,0.0,0.5,160.0,2.4,12.6
08_07_2022,00:17:29,1016.7,22.9,25.7,23.5,98.0,76.0,0.0,0.0,0.0,0.9,177.0,2.8,12.6
08_07_2022,00:17:31,1016.7,22.9,25.7,23.5,98.0,76.0,0.0,0.0,0.0,0.9,177.0,2.8,12.6
08_07_2022,00:17:33,1016.7,22.9,25.7,23.5,98.0,76.0,0.0,0.0,0.0,0.9,177.0,2.8,12.6
08_07_2022,00:17:35,1016.7,22.9,25.7,23.5,98.0,76.0,0.0,0.0,0.0,0.9,199.0,2.8,12.6
08_07_2022,00:17:37,1016.7,22.9,25.7,23.5,98.0,76.0,0.0,0.0,0.0,0.9,199.0,2.8,12.6
08_07_2022,00:17:39,1016.7,22.9,25.7,23.5,98.0,76.0,0.0,0.0,0.0,1.0,176.0,2.8,12.6
08_07_2022,00:17:41,1016.7,22.9,25.7,23.5,98.0,76.0,0.0,0.0,0.0,1.0,176.0,2.8,12.6
08_07_2022,00:17:43,1016.7,22.9,25.7,23.5,98.0,76.0,0.0,0.0,0.0,1.0,176.0,2.8,12.6
08_07_2022,00:17:45,1016.7,22.9,25.7,23.5,98.0,76.0,0.0,0.0,0.0,0.7,167.0,2.8,12.6
08_07_2022,00:17:47,1016.7,22.9,25.7,23.5,98.0,76.0,0.0,0.0,0.0,0.7,167.0,2.8,12.6
08_07_2022,00:17:49,1016.7,22.9,25.7,23.5,98.0,76.0,0.0,0.0,0.0,0.5,167.0,2.8,12.6
08_07_2022,00:17:51,1016.7,22.9,25.7,23.5,98.0,76.0,0.0,0.0,0.0,0.5,167.0,2.8,12.6
08_07_2022,00:17:53,1016.7,22.9,25.7,23.5,98.0,76.0,0.0,0.0,0.0,0.5,167.0,2.8,12.6
08_07_2022,00:17:55,1016.7,22.9,25.7,23.5,98.0,76.0,0.0,0.0,0.0,0.9,148.0,2.8,12.6
