Data,Hora,Press Atm,Temp1,Temp2,Temp Int,Umidade Ar,Umidade Ar Int,Rad Solar W/m2,Rad Total Solar W/m2,Rad Total Solar KJ/m2,Velocidade Vento,Direção Vento,Precipitação,Tensão Sistema
27_06_2022,14:50:26,1011.9,26.6,28.0,27.5,78.0,70.0,175.0,51196.0,3072.0,3.8,147.0,0.0,13.2
27_06_2022,14:50:30,1011.9,26.6,28.0,27.5,78.0,70.0,175.0,51196.0,3072.0,0.9,248.0,0.0,13.2
27_06_2022,14:50:35,1011.9,26.6,28.0,27.5,78.0,70.0,175.0,51371.0,3082.0,0.8,106.0,0.0,13.2
27_06_2022,14:50:40,1011.9,26.6,28.0,27.5,78.0,70.0,175.0,51371.0,3082.0,0.4,140.0,0.0,13.2
27_06_2022,14:50:45,1011.9,26.6,28.0,27.5,78.0,70.0,175.0,51546.0,3093.0,0.6,124.0,0.0,13.2
27_06_2022,14:50:51,1011.9,26.6,28.0,27.5,78.0,70.0,175.0,51546.0,3093.0,1.8,134.0,0.0,13.2
27_06_2022,14:50:56,1011.9,26.6,28.0,27.5,78.0,70.0,175.0,51721.0,3103.0,1.1,99.0,0.0,13.2
27_06_2022,14:51:01,1011.9,26.6,28.0,27.5,78.0,70.0,175.0,51721.0,3103.0,1.5,128.0,0.0,13.2
27_06_2022,14:51:06,1011.9,26.5,28.0,27.5,78.0,70.0,174.0,51895.0,3114.0,1.6,148.0,0.0,13.2
27_06_2022,14:51:11,1011.9,26.5,28.0,27.5,78.0,70.0,174.0,51895.0,3114.0,1.9,207.0,0.0,13.2
27_06_2022,14:51:16,1011.9,26.5,28.0,27.5,78.0,70.0,174.0,52069.0,3124.0,0.6,155.0,0.0,13.2
27_06_2022,14:51:21,1011.9,26.5,28.0,27.5,78.0,70.0,174.0,52069.0,3124.0,3.1,153.0,0.0,13.2
27_06_2022,14:51:26,1011.9,26.6,28.0,27.5,78.0,70.0,173.0,52242.0,3135.0,2.9,180.0,0.0,13.2
27_06_2022,14:51:31,1011.9,26.6,28.0,27.5,78.0,70.0,173.0,52242.0,3135.0,1.3,157.0,0.0,13.2
27_06_2022,14:51:36,1011.9,26.6,28.0,27.5,78.0,70.0,172.0,52414.0,3145.0,1.0,140.0,0.0,13.2
27_06_2022,14:51:41,1011.9,26.6,28.0,27.5,78.0,70.0,172.0,52414.0,3145.0,1.1,143.0,0.0,13.2
27_06_2022,14:51:46,1011.9,26.6,28.0,27.5,78.0,70.0,172.0,52586.0,3155.0,1.4,136.0,0.0,13.2
27_06_2022,14:51:51,1011.9,26.6,28.0,27.5,78.0,70.0,172.0,52586.0,3155.0,0.6,227.0,0.0,13.2
27_06_2022,14:51:56,1011.9,26.6,28.0,27.5,78.0,70.0,171.0,52757.0,3165.0,1.2,215.0,0.0,13.2
27_06_2022,14:52:01,1011.9,26.6,28.0,27.5,78.0,70.0,171.0,52757.0,3165.0,2.2,200.0,0.0,13.2
27_06_2022,14:52:06,1011.9,26.5,28.0,27.5,78.0,70.0,171.0,52928.0,3176.0,2.0,216.0,0.0,13.2
27_06_2022,14:52:11,1011.9,26.5,28.0,27.5,78.0,70.0,171.0,52928.0,3176.0,2.4,204.0,0.0,13.2
