Data,Hora,Press Atm,Temp1,Temp2,Temp Int,Umidade Ar,Umidade Ar Int,Rad Solar W/m2,Rad Total Solar W/m2,Rad Total Solar KJ/m2,Velocidade Vento,Direção Vento,Precipitação,Tensão Sistema
03_07_2022,00:16:15,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,1.0,171.0,0.0,12.6
03_07_2022,00:16:17,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,1.0,196.0,0.0,12.6
03_07_2022,00:16:19,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,1.0,196.0,0.0,12.6
03_07_2022,00:16:21,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,1.0,196.0,0.0,12.6
03_07_2022,00:16:23,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,1.2,301.0,0.0,12.6
03_07_2022,00:16:25,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,1.2,301.0,0.0,12.6
03_07_2022,00:16:27,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.0,285.0,0.0,12.6
03_07_2022,00:16:29,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.0,285.0,0.0,12.6
03_07_2022,00:16:31,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.0,285.0,0.0,12.6
03_07_2022,00:16:33,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.7,300.0,0.0,12.6
03_07_2022,00:16:35,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.7,300.0,0.0,12.6
03_07_2022,00:16:37,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.4,276.0,0.0,12.6
03_07_2022,00:16:39,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.4,276.0,0.0,12.6
03_07_2022,00:16:41,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.4,276.0,0.0,12.6
03_07_2022,00:16:43,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.0,301.0,0.0,12.6
03_07_2022,00:16:45,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.0,301.0,0.0,12.6
03_07_2022,00:16:47,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.4,291.0,0.0,12.6
03_07_2022,00:16:49,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.4,291.0,0.0,12.6
03_07_2022,00:16:51,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.4,291.0,0.0,12.6
03_07_2022,00:16:53,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.4,281.0,0.0,12.6
03_07_2022,00:16:55,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.4,281.0,0.0,12.6
03_07_2022,00:16:57,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.5,307.0,0.0,12.6
03_07_2022,00:16:59,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.5,307.0,0.0,12.6
03_07_2022,00:17:01,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.5,307.0,0.0,12.6
03_07_2022,00:17:03,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.9,234.0,0.0,12.6
03_07_2022,00:17:05,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.9,234.0,0.0,12.6
03_07_2022,00:17:07,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.9,290.0,0.0,12.6
03_07_2022,00:17:09,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.9,290.0,0.0,12.6
03_07_2022,00:17:11,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.9,290.0,0.0,12.6
03_07_2022,00:17:13,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.7,244.0,0.0,12.6
03_07_2022,00:17:15,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.7,244.0,0.0,12.6
03_07_2022,00:17:17,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,1.2,229.0,0.0,12.6
03_07_2022,00:17:19,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,1.2,229.0,0.0,12.6
03_07_2022,00:17:21,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,1.2,229.0,0.0,12.6
03_07_2022,00:17:23,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.6,274.0,0.0,12.6
03_07_2022,00:17:25,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.6,274.0,0.0,12.6
03_07_2022,00:17:27,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.6,258.0,0.0,12.6
03_07_2022,00:17:29,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.6,258.0,0.0,12.6
03_07_2022,00:17:31,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.6,258.0,0.0,12.6
03_07_2022,00:17:33,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.6,270.0,0.0,12.6
03_07_2022,00:17:35,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.6,270.0,0.0,12.6
03_07_2022,00:17:37,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.4,258.0,0.0,12.6
03_07_2022,00:17:39,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.4,258.0,0.0,12.6
03_07_2022,00:17:41,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.4,258.0,0.0,12.6
03_07_2022,00:17:43,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.3,256.0,0.0,12.6
03_07_2022,00:17:45,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.3,256.0,0.0,12.6
03_07_2022,00:17:47,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.4,289.0,0.0,12.6
03_07_2022,00:17:49,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.4,289.0,0.0,12.6
03_07_2022,00:17:51,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.4,289.0,0.0,12.6
03_07_2022,00:17:53,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.0,301.0,0.0,12.6
03_07_2022,00:17:55,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.0,301.0,0.0,12.6
03_07_2022,00:17:57,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.0,301.0,0.0,12.6
03_07_2022,00:17:59,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.0,301.0,0.0,12.6
03_07_2022,00:18:01,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.0,301.0,0.0,12.6
03_07_2022,00:18:03,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.4,220.0,0.0,12.6
03_07_2022,00:18:05,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.4,220.0,0.0,12.6
03_07_2022,00:18:07,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.5,223.0,0.0,12.6
03_07_2022,00:18:09,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.5,223.0,0.0,12.6
03_07_2022,00:18:11,1015.1,24.2,27.1,24.9,91.0,74.0,0.0,0.0,0.0,0.5,223.0,0.0,12.6
03_07_2022,00:18:13,1015.1,24.2,27.0,24.9,91.0,74.0,0.0,0.0,0.0,0.5,233.0,0.0,12.6
03_07_2022,00:18:15,1015.1,24.2,27.0,24.9,91.0,74.0,0.0,0.0,0.0,0.5,233.0,0.0,12.6
03_07_2022,00:18:17,1015.1,24.2,27.0,24.9,91.0,74.0,0.0,0.0,0.0,1.4,231.0,0.0,12.6
03_07_2022,00:18:19,1015.1,24.2,27.0,24.9,91.0,74.0,0.0,0.0,0.0,1.4,231.0,0.0,12.6
03_07_2022,00:18:21,1015.1,24.2,27.0,24.9,91.0,74.0,0.0,0.0,0.0,1.4,231.0,0.0,12.6
03_07_2022,00:18:23,1015.1,24.2,27.0,24.9,91.0,74.0,0.0,0.0,0.0,1.5,265.0,0.0,12.6
03_07_2022,00:18:25,1015.1,24.2,27.0,24.9,91.0,74.0,0.0,0.0,0.0,1.5,265.0,0.0,12.6
03_07_2022,00:18:27,1015.1,24.2,27.0,24.9,91.0,74.0,0.0,0.0,0.0,1.0,305.0,0.0,12.6
03_07_2022,00:18:29,1015.1,24.2,27.0,24.9,91.0,74.0,0.0,0.0,0.0,1.0,305.0,0.0,12.6
03_07_2022,00:18:31,1015.1,24.2,27.0,24.9,91.0,74.0,0.0,0.0,0.0,1.0,305.0,0.0,12.6
03_07_2022,00:18:33,1015.1,24.1,27.0,24.9,91.0,74.0,0.0,0.0,0.0,1.0,238.0,0.0,12.6
03_07_2022,00:18:35,1015.1,24.1,27.0,24.9,91.0,74.0,0.0,0.0,0.0,1.0,238.0,0.0,12.6
03_07_2022,00:18:37,1015.1,24.1,27.0,24.9,91.0,74.0,0.0,0.0,0.0,0.7,238.0,0.0,12.6
03_07_2022,00:18:39,1015.1,24.1,27.0,24.9,91.0,74.0,0.0,0.0,0.0,0.7,238.0,0.0,12.6
03_07_2022,00:18:41,1015.1,24.1,27.0,24.9,91.0,74.0,0.0,0.0,0.0,0.7,238.0,0.0,12.6
03_07_2022,00:18:43,1015.0,24.1,27.0,24.9,91.0,74.0,0.0,0.0,0.0,0.0,327.0,0.0,12.6
03_07_2022,00:18:45,1015.0,24.1,27.0,24.9,91.0,74.0,0.0,0.0,0.0,0.0,327.0,0.0,12.6
03_07_2022,00:18:47,1015.0,24.1,27.0,24.9,91.0,74.0,0.0,0.0,0.0,0.8,226.0,0.0,12.6
