Data,Hora,Press Atm,Temp1,Temp2,Temp Int,Umidade Ar,Umidade Ar Int,Rad Solar W/m2,Rad Total Solar W/m2,Rad Total Solar KJ/m2,Velocidade Vento,Direção Vento,Precipitação,Tensão Sistema
05_07_2022,00:16:28,1014.2,26.2,26.6,26.4,73.0,74.0,0.0,0.0,0.0,1.8,127.0,0.0,12.5
05_07_2022,00:16:30,1014.2,26.2,26.6,26.4,73.0,74.0,0.0,0.0,0.0,3.0,171.0,0.0,12.5
05_07_2022,00:16:32,1014.2,26.2,26.6,26.4,73.0,74.0,0.0,0.0,0.0,3.0,171.0,0.0,12.5
05_07_2022,00:16:34,1014.2,26.2,26.6,26.4,73.0,74.0,0.0,0.0,0.0,0.6,123.0,0.0,12.5
05_07_2022,00:16:36,1014.2,26.2,26.6,26.4,73.0,74.0,0.0,0.0,0.0,0.6,123.0,0.0,12.5
05_07_2022,00:16:38,1014.2,26.2,26.6,26.4,73.0,74.0,0.0,0.0,0.0,0.6,123.0,0.0,12.5
05_07_2022,00:16:40,1014.2,26.2,26.6,26.4,73.0,74.0,0.0,0.0,0.0,5.0,126.0,0.0,12.5
05_07_2022,00:16:42,1014.2,26.2,26.6,26.4,73.0,74.0,0.0,0.0,0.0,5.0,126.0,0.0,12.5
05_07_2022,00:16:44,1014.2,26.2,26.6,26.4,73.0,74.0,0.0,0.0,0.0,5.0,126.0,0.0,12.5
05_07_2022,00:16:46,1014.2,26.2,26.6,26.4,73.0,74.0,0.0,0.0,0.0,3.6,128.0,0.0,12.5
05_07_2022,00:16:48,1014.2,26.2,26.6,26.4,73.0,74.0,0.0,0.0,0.0,3.6,128.0,0.0,12.5
05_07_2022,00:16:50,1014.2,26.2,26.6,26.4,73.0,74.0,0.0,0.0,0.0,3.3,129.0,0.0,12.5
05_07_2022,00:16:51,1014.2,26.2,26.6,26.4,73.0,74.0,0.0,0.0,0.0,3.3,129.0,0.0,12.5
05_07_2022,00:16:53,1014.2,26.2,26.6,26.4,73.0,74.0,0.0,0.0,0.0,3.3,129.0,0.0,12.5
05_07_2022,00:16:55,1014.2,26.2,26.6,26.4,73.0,74.0,0.0,0.0,0.0,5.7,136.0,0.0,12.5
05_07_2022,00:16:57,1014.2,26.2,26.6,26.4,73.0,74.0,0.0,0.0,0.0,5.7,136.0,0.0,12.5
05_07_2022,00:16:59,1014.2,26.2,26.6,26.4,73.0,74.0,0.0,0.0,0.0,5.3,145.0,0.0,12.5
05_07_2022,00:17:01,1014.2,26.2,26.6,26.4,73.0,74.0,0.0,0.0,0.0,5.3,145.0,0.0,12.5
05_07_2022,00:17:03,1014.2,26.2,26.6,26.4,73.0,74.0,0.0,0.0,0.0,5.3,145.0,0.0,12.5
05_07_2022,00:17:05,1014.2,26.2,26.6,26.4,73.0,74.0,0.0,0.0,0.0,5.5,131.0,0.0,12.5
05_07_2022,00:17:07,1014.2,26.2,26.6,26.4,73.0,74.0,0.0,0.0,0.0,5.5,131.0,0.0,12.5
05_07_2022,00:17:09,1014.2,26.2,26.6,26.4,73.0,74.0,0.0,0.0,0.0,3.0,130.0,0.0,12.5
05_07_2022,00:17:11,1014.2,26.2,26.6,26.4,73.0,74.0,0.0,0.0,0.0,3.0,130.0,0.0,12.5
05_07_2022,00:17:13,1014.2,26.2,26.6,26.4,73.0,74.0,0.0,0.0,0.0,3.0,130.0,0.0,12.5
05_07_2022,00:17:15,1014.2,26.2,26.5,26.4,73.0,74.0,0.0,0.0,0.0,3.3,173.0,0.0,12.5
05_07_2022,00:17:17,1014.2,26.2,26.5,26.4,73.0,74.0,0.0,0.0,0.0,3.3,173.0,0.0,12.5
05_07_2022,00:17:19,1014.2,26.2,26.5,26.4,73.0,74.0,0.0,0.0,0.0,2.0,180.0,0.0,12.5
